County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
Lowndes,Hahira Train Depot,5526,848,1832,291,5,2976,138,428,197,7,770,32,44,7,1,84,3830,
Lowndes,Trinity,10900,616,2252,475,21,3364,380,1753,890,14,3037,62,128,49,4,243,6644,
Lowndes,Northside,17467,713,4382,961,29,6085,492,2342,1364,68,4266,64,157,67,4,292,10643,
Lowndes,Naylor,1291,221,325,51,1,598,57,171,79,1,308,3,12,3,0,18,924,
Lowndes,Rainwater,9877,580,2850,583,27,4040,280,1232,629,21,2162,40,97,30,4,171,6373,
Lowndes,Mildred,4283,45,204,45,5,299,329,830,549,16,1724,14,18,7,0,39,2062,
Lowndes,Clyattville,4755,605,1199,256,12,2072,130,349,248,6,733,26,29,17,3,75,2880,
Lowndes,Dasher,4255,595,1438,243,19,2295,66,248,138,1,453,25,32,11,0,68,2816,
Lowndes,S Lowndes,3967,687,1136,236,11,2070,126,252,198,6,582,20,25,8,3,56,2708,
Lowndes,VSU UC # 2,318,6,11,0,1,18,35,45,9,1,90,6,2,1,0,9,117,
Lowndes,Jaycee Shack,6273,104,412,126,8,650,357,1511,721,33,2622,17,39,15,4,75,3347,
Lowndes,Northgate Assembly,1997,91,343,62,13,509,40,210,83,5,338,10,11,5,2,28,875,
Lowndes,Mt Calvary,4447,44,64,28,11,147,197,864,337,58,1456,18,35,5,3,61,1664,
